n,design,family,method,alpha,effectX1,effectX2,effectX1X2,rateX1,rateX2,rateX1X2
20,2x3,lnorm_0.6,PAR,0.05,8,0,0,1,0.5,0.5
20,2x3,lnorm_0.6,RNK,0.05,8,0,0,1,0,0
20,2x3,lnorm_0.6,ART,0.05,8,0,0,1,1,1
20,2x3,lnorm_0.6,INT,0.05,8,0,0,1,0.5,0
20,2x3,lnorm_0.6,PAR,0.01,8,0,0,1,0,0
20,2x3,lnorm_0.6,RNK,0.01,8,0,0,1,0,0
20,2x3,lnorm_0.6,ART,0.01,8,0,0,1,1,1
20,2x3,lnorm_0.6,INT,0.01,8,0,0,1,0,0
20,2x3,lnorm_0.8,PAR,0.05,0,0,0,0,0,0
20,2x3,lnorm_0.8,RNK,0.05,0,0,0,0,0,0
20,2x3,lnorm_0.8,ART,0.05,0,0,0,0,0,0
20,2x3,lnorm_0.8,INT,0.05,0,0,0,0,0,0
20,2x3,lnorm_0.8,PAR,0.01,0,0,0,0,0,0
20,2x3,lnorm_0.8,RNK,0.01,0,0,0,0,0,0
20,2x3,lnorm_0.8,ART,0.01,0,0,0,0,0,0
20,2x3,lnorm_0.8,INT,0.01,0,0,0,0,0,0
20,2x3,lnorm_0.8,PAR,0.05,0.5,0.5,0,0.5,0.5,0
20,2x3,lnorm_0.8,RNK,0.05,0.5,0.5,0,0,1,0
20,2x3,lnorm_0.8,ART,0.05,0.5,0.5,0,0,1,0
20,2x3,lnorm_0.8,INT,0.05,0.5,0.5,0,0.5,1,0
20,2x3,lnorm_0.8,PAR,0.01,0.5,0.5,0,0,0,0
20,2x3,lnorm_0.8,RNK,0.01,0.5,0.5,0,0,0.5,0
20,2x3,lnorm_0.8,ART,0.01,0.5,0.5,0,0,0.5,0
20,2x3,lnorm_0.8,INT,0.01,0.5,0.5,0,0,0.5,0
20,2x3,lnorm_0.8,PAR,0.05,1,1,0,1,1,0.5
20,2x3,lnorm_0.8,RNK,0.05,1,1,0,1,1,0
20,2x3,lnorm_0.8,ART,0.05,1,1,0,1,1,0.5
20,2x3,lnorm_0.8,INT,0.05,1,1,0,1,1,0
20,2x3,lnorm_0.8,PAR,0.01,1,1,0,1,0.5,0
20,2x3,lnorm_0.8,RNK,0.01,1,1,0,1,1,0
20,2x3,lnorm_0.8,ART,0.01,1,1,0,1,1,0.5
20,2x3,lnorm_0.8,INT,0.01,1,1,0,1,1,0
20,2x3,lnorm_0.8,PAR,0.05,2,2,0,1,1,1
20,2x3,lnorm_0.8,RNK,0.05,2,2,0,1,1,0.5
20,2x3,lnorm_0.8,ART,0.05,2,2,0,1,1,1
20,2x3,lnorm_0.8,INT,0.05,2,2,0,1,1,0.5
20,2x3,lnorm_0.8,PAR,0.01,2,2,0,1,1,0.5
20,2x3,lnorm_0.8,RNK,0.01,2,2,0,1,1,0
20,2x3,lnorm_0.8,ART,0.01,2,2,0,1,1,1
20,2x3,lnorm_0.8,INT,0.01,2,2,0,1,1,0.5
20,2x3,lnorm_0.8,PAR,0.05,4,4,0,1,1,1
20,2x3,lnorm_0.8,RNK,0.05,4,4,0,1,1,0.5
20,2x3,lnorm_0.8,ART,0.05,4,4,0,1,1,1
20,2x3,lnorm_0.8,INT,0.05,4,4,0,1,1,0
20,2x3,lnorm_0.8,PAR,0.01,4,4,0,1,1,1
20,2x3,lnorm_0.8,RNK,0.01,4,4,0,1,1,0
20,2x3,lnorm_0.8,ART,0.01,4,4,0,1,1,1
20,2x3,lnorm_0.8,INT,0.01,4,4,0,1,1,0
20,2x3,lnorm_0.8,PAR,0.05,8,8,0,1,1,1
20,2x3,lnorm_0.8,RNK,0.05,8,8,0,1,1,0
20,2x3,lnorm_0.8,ART,0.05,8,8,0,1,1,1
20,2x3,lnorm_0.8,INT,0.05,8,8,0,1,1,0
20,2x3,lnorm_0.8,PAR,0.01,8,8,0,1,1,1
20,2x3,lnorm_0.8,RNK,0.01,8,8,0,1,1,0
20,2x3,lnorm_0.8,ART,0.01,8,8,0,1,1,1
20,2x3,lnorm_0.8,INT,0.01,8,8,0,1,1,0
20,2x3,lnorm_0.8,PAR,0.05,0.5,0,0,0,0,0
20,2x3,lnorm_0.8,RNK,0.05,0.5,0,0,1,0,0
20,2x3,lnorm_0.8,ART,0.05,0.5,0,0,1,0,0
20,2x3,lnorm_0.8,INT,0.05,0.5,0,0,1,0,0
20,2x3,lnorm_0.8,PAR,0.01,0.5,0,0,0,0,0
20,2x3,lnorm_0.8,RNK,0.01,0.5,0,0,0,0,0
20,2x3,lnorm_0.8,ART,0.01,0.5,0,0,0,0,0
20,2x3,lnorm_0.8,INT,0.01,0.5,0,0,0,0,0
20,2x3,lnorm_0.8,PAR,0.05,1,0,0,1,0,0
20,2x3,lnorm_0.8,RNK,0.05,1,0,0,1,0,0.5
20,2x3,lnorm_0.8,ART,0.05,1,0,0,1,0,0.5
20,2x3,lnorm_0.8,INT,0.05,1,0,0,1,0,0.5
20,2x3,lnorm_0.8,PAR,0.01,1,0,0,1,0,0
20,2x3,lnorm_0.8,RNK,0.01,1,0,0,1,0,0
20,2x3,lnorm_0.8,ART,0.01,1,0,0,1,0,0
20,2x3,lnorm_0.8,INT,0.01,1,0,0,1,0,0
20,2x3,lnorm_0.8,PAR,0.05,2,0,0,1,0.5,0.5
20,2x3,lnorm_0.8,RNK,0.05,2,0,0,1,0,0.5
20,2x3,lnorm_0.8,ART,0.05,2,0,0,1,0.5,0.5
20,2x3,lnorm_0.8,INT,0.05,2,0,0,1,0,0.5
20,2x3,lnorm_0.8,PAR,0.01,2,0,0,1,0,0.5
20,2x3,lnorm_0.8,RNK,0.01,2,0,0,1,0,0.5
20,2x3,lnorm_0.8,ART,0.01,2,0,0,1,0.5,0.5
20,2x3,lnorm_0.8,INT,0.01,2,0,0,1,0,0.5
20,2x3,lnorm_0.8,PAR,0.05,4,0,0,1,0.5,0.5
20,2x3,lnorm_0.8,RNK,0.05,4,0,0,1,0.5,0
20,2x3,lnorm_0.8,ART,0.05,4,0,0,1,0.5,0.5
20,2x3,lnorm_0.8,INT,0.05,4,0,0,1,0,0
20,2x3,lnorm_0.8,PAR,0.01,4,0,0,1,0.5,0.5
20,2x3,lnorm_0.8,RNK,0.01,4,0,0,1,0,0
20,2x3,lnorm_0.8,ART,0.01,4,0,0,1,0.5,0.5
20,2x3,lnorm_0.8,INT,0.01,4,0,0,1,0,0
20,2x3,lnorm_0.8,PAR,0.05,8,0,0,1,0,0
20,2x3,lnorm_0.8,RNK,0.05,8,0,0,1,0,0
20,2x3,lnorm_0.8,ART,0.05,8,0,0,1,1,1
20,2x3,lnorm_0.8,INT,0.05,8,0,0,1,0,0
20,2x3,lnorm_0.8,PAR,0.01,8,0,0,1,0,0
20,2x3,lnorm_0.8,RNK,0.01,8,0,0,1,0,0
20,2x3,lnorm_0.8,ART,0.01,8,0,0,1,1,1
20,2x3,lnorm_0.8,INT,0.01,8,0,0,1,0,0
20,2x3,lnorm_1.0,PAR,0.05,0,0,0,0,0,0
20,2x3,lnorm_1.0,RNK,0.05,0,0,0,0,0,0.5
20,2x3,lnorm_1.0,ART,0.05,0,0,0,0,0,0
20,2x3,lnorm_1.0,INT,0.05,0,0,0,0,0,0.5
20,2x3,lnorm_1.0,PAR,0.01,0,0,0,0,0,0
20,2x3,lnorm_1.0,RNK,0.01,0,0,0,0,0,0.5
20,2x3,lnorm_1.0,ART,0.01,0,0,0,0,0,0
20,2x3,lnorm_1.0,INT,0.01,0,0,0,0,0,0.5
20,2x3,lnorm_1.0,PAR,0.05,0.5,0.5,0,0.5,0,0
20,2x3,lnorm_1.0,RNK,0.05,0.5,0.5,0,0.5,0.5,0
20,2x3,lnorm_1.0,ART,0.05,0.5,0.5,0,0.5,0.5,0
20,2x3,lnorm_1.0,INT,0.05,0.5,0.5,0,0.5,1,0
20,2x3,lnorm_1.0,PAR,0.01,0.5,0.5,0,0,0,0
20,2x3,lnorm_1.0,RNK,0.01,0.5,0.5,0,0,0,0
20,2x3,lnorm_1.0,ART,0.01,0.5,0.5,0,0,0,0
20,2x3,lnorm_1.0,INT,0.01,0.5,0.5,0,0.5,0,0
20,2x3,lnorm_1.0,PAR,0.05,1,1,0,1,1,1
20,2x3,lnorm_1.0,RNK,0.05,1,1,0,1,1,0
20,2x3,lnorm_1.0,ART,0.05,1,1,0,1,1,1
20,2x3,lnorm_1.0,INT,0.05,1,1,0,1,1,0
20,2x3,lnorm_1.0,PAR,0.01,1,1,0,1,1,0
20,2x3,lnorm_1.0,RNK,0.01,1,1,0,1,1,0
20,2x3,lnorm_1.0,ART,0.01,1,1,0,1,1,1
20,2x3,lnorm_1.0,INT,0.01,1,1,0,1,1,0
20,2x3,lnorm_1.0,PAR,0.05,2,2,0,1,1,0.5
20,2x3,lnorm_1.0,RNK,0.05,2,2,0,1,1,0
20,2x3,lnorm_1.0,ART,0.05,2,2,0,1,1,1
20,2x3,lnorm_1.0,INT,0.05,2,2,0,1,1,0
20,2x3,lnorm_1.0,PAR,0.01,2,2,0,1,1,0
20,2x3,lnorm_1.0,RNK,0.01,2,2,0,1,1,0
20,2x3,lnorm_1.0,ART,0.01,2,2,0,1,1,1
20,2x3,lnorm_1.0,INT,0.01,2,2,0,1,1,0
20,2x3,lnorm_1.0,PAR,0.05,4,4,0,1,1,1
20,2x3,lnorm_1.0,RNK,0.05,4,4,0,1,1,0
20,2x3,lnorm_1.0,ART,0.05,4,4,0,1,1,1
20,2x3,lnorm_1.0,INT,0.05,4,4,0,1,1,0
20,2x3,lnorm_1.0,PAR,0.01,4,4,0,1,1,1
20,2x3,lnorm_1.0,RNK,0.01,4,4,0,1,1,0
20,2x3,lnorm_1.0,ART,0.01,4,4,0,1,1,1
20,2x3,lnorm_1.0,INT,0.01,4,4,0,1,1,0
20,2x3,lnorm_1.0,PAR,0.05,8,8,0,1,1,1
20,2x3,lnorm_1.0,RNK,0.05,8,8,0,1,1,0.5
20,2x3,lnorm_1.0,ART,0.05,8,8,0,1,1,1
20,2x3,lnorm_1.0,INT,0.05,8,8,0,1,1,0
20,2x3,lnorm_1.0,PAR,0.01,8,8,0,1,1,1
20,2x3,lnorm_1.0,RNK,0.01,8,8,0,1,1,0
20,2x3,lnorm_1.0,ART,0.01,8,8,0,1,1,1
20,2x3,lnorm_1.0,INT,0.01,8,8,0,1,1,0
20,2x3,lnorm_1.0,PAR,0.05,0.5,0,0,0.5,0,0
20,2x3,lnorm_1.0,RNK,0.05,0.5,0,0,0.5,0,0
20,2x3,lnorm_1.0,ART,0.05,0.5,0,0,0.5,0,0
20,2x3,lnorm_1.0,INT,0.05,0.5,0,0,0.5,0,0
20,2x3,lnorm_1.0,PAR,0.01,0.5,0,0,0,0,0
20,2x3,lnorm_1.0,RNK,0.01,0.5,0,0,0.5,0,0
20,2x3,lnorm_1.0,ART,0.01,0.5,0,0,0.5,0,0
20,2x3,lnorm_1.0,INT,0.01,0.5,0,0,0.5,0,0
20,2x3,lnorm_1.0,PAR,0.05,1,0,0,1,0,0
20,2x3,lnorm_1.0,RNK,0.05,1,0,0,1,0,0
20,2x3,lnorm_1.0,ART,0.05,1,0,0,1,0,0
20,2x3,lnorm_1.0,INT,0.05,1,0,0,1,0,0
20,2x3,lnorm_1.0,PAR,0.01,1,0,0,0.5,0,0
20,2x3,lnorm_1.0,RNK,0.01,1,0,0,1,0,0
20,2x3,lnorm_1.0,ART,0.01,1,0,0,1,0,0
20,2x3,lnorm_1.0,INT,0.01,1,0,0,1,0,0
20,2x3,lnorm_1.0,PAR,0.05,2,0,0,1,0,0
20,2x3,lnorm_1.0,RNK,0.05,2,0,0,1,0,0
20,2x3,lnorm_1.0,ART,0.05,2,0,0,1,0,0
20,2x3,lnorm_1.0,INT,0.05,2,0,0,1,0,0
20,2x3,lnorm_1.0,PAR,0.01,2,0,0,1,0,0
20,2x3,lnorm_1.0,RNK,0.01,2,0,0,1,0,0
20,2x3,lnorm_1.0,ART,0.01,2,0,0,1,0,0
20,2x3,lnorm_1.0,INT,0.01,2,0,0,1,0,0
20,2x3,lnorm_1.0,PAR,0.05,4,0,0,1,0.5,0.5
20,2x3,lnorm_1.0,RNK,0.05,4,0,0,1,0,0
20,2x3,lnorm_1.0,ART,0.05,4,0,0,1,1,1
20,2x3,lnorm_1.0,INT,0.05,4,0,0,1,0,0
20,2x3,lnorm_1.0,PAR,0.01,4,0,0,1,0,0
20,2x3,lnorm_1.0,RNK,0.01,4,0,0,1,0,0
20,2x3,lnorm_1.0,ART,0.01,4,0,0,1,1,1
20,2x3,lnorm_1.0,INT,0.01,4,0,0,1,0,0
20,2x3,lnorm_1.0,PAR,0.05,8,0,0,1,0,0
20,2x3,lnorm_1.0,RNK,0.05,8,0,0,1,0,0
20,2x3,lnorm_1.0,ART,0.05,8,0,0,1,1,1
20,2x3,lnorm_1.0,INT,0.05,8,0,0,1,0,0
20,2x3,lnorm_1.0,PAR,0.01,8,0,0,1,0,0
20,2x3,lnorm_1.0,RNK,0.01,8,0,0,1,0,0
20,2x3,lnorm_1.0,ART,0.01,8,0,0,1,1,1
20,2x3,lnorm_1.0,INT,0.01,8,0,0,1,0,0
20,2x3,lnorm_1.2,PAR,0.05,0,0,0,0,0,0
20,2x3,lnorm_1.2,RNK,0.05,0,0,0,0,0,0
20,2x3,lnorm_1.2,ART,0.05,0,0,0,0,0,0
20,2x3,lnorm_1.2,INT,0.05,0,0,0,0,0,0
20,2x3,lnorm_1.2,PAR,0.01,0,0,0,0,0,0
20,2x3,lnorm_1.2,RNK,0.01,0,0,0,0,0,0
20,2x3,lnorm_1.2,ART,0.01,0,0,0,0,0,0
20,2x3,lnorm_1.2,INT,0.01,0,0,0,0,0,0
20,2x3,lnorm_1.2,PAR,0.05,0.5,0.5,0,1,0,0.5
20,2x3,lnorm_1.2,RNK,0.05,0.5,0.5,0,1,0,0
20,2x3,lnorm_1.2,ART,0.05,0.5,0.5,0,1,0.5,0.5
20,2x3,lnorm_1.2,INT,0.05,0.5,0.5,0,1,0,0
20,2x3,lnorm_1.2,PAR,0.01,0.5,0.5,0,0.5,0,0
20,2x3,lnorm_1.2,RNK,0.01,0.5,0.5,0,0,0,0
20,2x3,lnorm_1.2,ART,0.01,0.5,0.5,0,1,0.5,0.5
20,2x3,lnorm_1.2,INT,0.01,0.5,0.5,0,0,0,0
20,2x3,lnorm_1.2,PAR,0.05,1,1,0,1,1,0
20,2x3,lnorm_1.2,RNK,0.05,1,1,0,1,1,0
20,2x3,lnorm_1.2,ART,0.05,1,1,0,1,1,0.5
20,2x3,lnorm_1.2,INT,0.05,1,1,0,1,1,0
20,2x3,lnorm_1.2,PAR,0.01,1,1,0,1,1,0
20,2x3,lnorm_1.2,RNK,0.01,1,1,0,1,1,0
20,2x3,lnorm_1.2,ART,0.01,1,1,0,1,1,0
20,2x3,lnorm_1.2,INT,0.01,1,1,0,1,1,0
20,2x3,lnorm_1.2,PAR,0.05,2,2,0,1,1,1
20,2x3,lnorm_1.2,RNK,0.05,2,2,0,1,1,0
20,2x3,lnorm_1.2,ART,0.05,2,2,0,1,1,1
20,2x3,lnorm_1.2,INT,0.05,2,2,0,1,1,0
20,2x3,lnorm_1.2,PAR,0.01,2,2,0,1,1,0.5
20,2x3,lnorm_1.2,RNK,0.01,2,2,0,1,1,0
20,2x3,lnorm_1.2,ART,0.01,2,2,0,1,1,1
20,2x3,lnorm_1.2,INT,0.01,2,2,0,1,1,0
20,2x3,lnorm_1.2,PAR,0.05,4,4,0,1,1,1
20,2x3,lnorm_1.2,RNK,0.05,4,4,0,1,1,0.5
20,2x3,lnorm_1.2,ART,0.05,4,4,0,1,1,1
20,2x3,lnorm_1.2,INT,0.05,4,4,0,1,1,0
20,2x3,lnorm_1.2,PAR,0.01,4,4,0,1,1,1
20,2x3,lnorm_1.2,RNK,0.01,4,4,0,1,1,0
20,2x3,lnorm_1.2,ART,0.01,4,4,0,1,1,1
20,2x3,lnorm_1.2,INT,0.01,4,4,0,1,1,0
20,2x3,lnorm_1.2,PAR,0.05,8,8,0,1,1,1
20,2x3,lnorm_1.2,RNK,0.05,8,8,0,1,1,1
20,2x3,lnorm_1.2,ART,0.05,8,8,0,1,1,1
20,2x3,lnorm_1.2,INT,0.05,8,8,0,1,1,0
20,2x3,lnorm_1.2,PAR,0.01,8,8,0,1,1,1
20,2x3,lnorm_1.2,RNK,0.01,8,8,0,1,1,1
20,2x3,lnorm_1.2,ART,0.01,8,8,0,1,1,1
20,2x3,lnorm_1.2,INT,0.01,8,8,0,1,1,0
20,2x3,lnorm_1.2,PAR,0.05,0.5,0,0,1,0,0
20,2x3,lnorm_1.2,RNK,0.05,0.5,0,0,1,0.5,0
20,2x3,lnorm_1.2,ART,0.05,0.5,0,0,1,0.5,0
20,2x3,lnorm_1.2,INT,0.05,0.5,0,0,1,0,0
20,2x3,lnorm_1.2,PAR,0.01,0.5,0,0,1,0,0
20,2x3,lnorm_1.2,RNK,0.01,0.5,0,0,1,0,0
20,2x3,lnorm_1.2,ART,0.01,0.5,0,0,1,0,0
20,2x3,lnorm_1.2,INT,0.01,0.5,0,0,1,0,0
20,2x3,lnorm_1.2,PAR,0.05,1,0,0,1,0,0
20,2x3,lnorm_1.2,RNK,0.05,1,0,0,1,0,0.5
20,2x3,lnorm_1.2,ART,0.05,1,0,0,1,0.5,0.5
20,2x3,lnorm_1.2,INT,0.05,1,0,0,1,0,0.5
20,2x3,lnorm_1.2,PAR,0.01,1,0,0,0.5,0,0
20,2x3,lnorm_1.2,RNK,0.01,1,0,0,1,0,0.5
20,2x3,lnorm_1.2,ART,0.01,1,0,0,1,0.5,0.5
20,2x3,lnorm_1.2,INT,0.01,1,0,0,1,0,0.5
20,2x3,lnorm_1.2,PAR,0.05,2,0,0,1,0,0
20,2x3,lnorm_1.2,RNK,0.05,2,0,0,1,0,0
20,2x3,lnorm_1.2,ART,0.05,2,0,0,1,1,1
20,2x3,lnorm_1.2,INT,0.05,2,0,0,1,0,0
20,2x3,lnorm_1.2,PAR,0.01,2,0,0,1,0,0
20,2x3,lnorm_1.2,RNK,0.01,2,0,0,1,0,0
20,2x3,lnorm_1.2,ART,0.01,2,0,0,1,0,0.5
20,2x3,lnorm_1.2,INT,0.01,2,0,0,1,0,0
20,2x3,lnorm_1.2,PAR,0.05,4,0,0,1,0,0
20,2x3,lnorm_1.2,RNK,0.05,4,0,0,1,0,0
20,2x3,lnorm_1.2,ART,0.05,4,0,0,1,1,1
20,2x3,lnorm_1.2,INT,0.05,4,0,0,1,0,0
20,2x3,lnorm_1.2,PAR,0.01,4,0,0,1,0,0
20,2x3,lnorm_1.2,RNK,0.01,4,0,0,1,0,0
20,2x3,lnorm_1.2,ART,0.01,4,0,0,1,0.5,0.5
20,2x3,lnorm_1.2,INT,0.01,4,0,0,1,0,0
20,2x3,lnorm_1.2,PAR,0.05,8,0,0,1,0.5,0.5
20,2x3,lnorm_1.2,RNK,0.05,8,0,0,1,0,0
20,2x3,lnorm_1.2,ART,0.05,8,0,0,1,1,1
20,2x3,lnorm_1.2,INT,0.05,8,0,0,1,0.5,0.5
20,2x3,lnorm_1.2,PAR,0.01,8,0,0,1,0.5,0.5
20,2x3,lnorm_1.2,RNK,0.01,8,0,0,1,0,0
20,2x3,lnorm_1.2,ART,0.01,8,0,0,1,0.5,1
20,2x3,lnorm_1.2,INT,0.01,8,0,0,1,0,0
20,2x4,lnorm_0.2,PAR,0.05,0,0,0,0,0,0
20,2x4,lnorm_0.2,RNK,0.05,0,0,0,0,0,0
20,2x4,lnorm_0.2,ART,0.05,0,0,0,0,0,0
20,2x4,lnorm_0.2,INT,0.05,0,0,0,0,0,0
20,2x4,lnorm_0.2,PAR,0.01,0,0,0,0,0,0
20,2x4,lnorm_0.2,RNK,0.01,0,0,0,0,0,0
20,2x4,lnorm_0.2,ART,0.01,0,0,0,0,0,0
20,2x4,lnorm_0.2,INT,0.01,0,0,0,0,0,0
20,2x4,lnorm_0.2,PAR,0.05,0.5,0.5,0,0,0.5,0
20,2x4,lnorm_0.2,RNK,0.05,0.5,0.5,0,0,0.5,0
20,2x4,lnorm_0.2,ART,0.05,0.5,0.5,0,0.5,0.5,0
20,2x4,lnorm_0.2,INT,0.05,0.5,0.5,0,0,1,0
20,2x4,lnorm_0.2,PAR,0.01,0.5,0.5,0,0,0.5,0
20,2x4,lnorm_0.2,RNK,0.01,0.5,0.5,0,0,0,0
20,2x4,lnorm_0.2,ART,0.01,0.5,0.5,0,0,0,0
20,2x4,lnorm_0.2,INT,0.01,0.5,0.5,0,0,0.5,0
20,2x4,lnorm_0.2,PAR,0.05,1,1,0,1,1,0
20,2x4,lnorm_0.2,RNK,0.05,1,1,0,1,1,0
20,2x4,lnorm_0.2,ART,0.05,1,1,0,1,1,0
20,2x4,lnorm_0.2,INT,0.05,1,1,0,1,1,0
20,2x4,lnorm_0.2,PAR,0.01,1,1,0,1,1,0
20,2x4,lnorm_0.2,RNK,0.01,1,1,0,1,1,0
20,2x4,lnorm_0.2,ART,0.01,1,1,0,1,1,0
20,2x4,lnorm_0.2,INT,0.01,1,1,0,1,1,0
20,2x4,lnorm_0.2,PAR,0.05,2,2,0,1,1,0.5
20,2x4,lnorm_0.2,RNK,0.05,2,2,0,1,1,0
20,2x4,lnorm_0.2,ART,0.05,2,2,0,1,1,1
20,2x4,lnorm_0.2,INT,0.05,2,2,0,1,1,0
20,2x4,lnorm_0.2,PAR,0.01,2,2,0,1,1,0.5
20,2x4,lnorm_0.2,RNK,0.01,2,2,0,1,1,0
20,2x4,lnorm_0.2,ART,0.01,2,2,0,1,1,0
20,2x4,lnorm_0.2,INT,0.01,2,2,0,1,1,0
20,2x4,lnorm_0.2,PAR,0.05,4,4,0,1,1,1
20,2x4,lnorm_0.2,RNK,0.05,4,4,0,1,1,0.5
20,2x4,lnorm_0.2,ART,0.05,4,4,0,1,1,1
20,2x4,lnorm_0.2,INT,0.05,4,4,0,1,1,0
20,2x4,lnorm_0.2,PAR,0.01,4,4,0,1,1,1
20,2x4,lnorm_0.2,RNK,0.01,4,4,0,1,1,0
20,2x4,lnorm_0.2,ART,0.01,4,4,0,1,1,1
20,2x4,lnorm_0.2,INT,0.01,4,4,0,1,1,0
20,2x4,lnorm_0.2,PAR,0.05,8,8,0,1,1,1
20,2x4,lnorm_0.2,RNK,0.05,8,8,0,1,1,1
20,2x4,lnorm_0.2,ART,0.05,8,8,0,1,1,1
20,2x4,lnorm_0.2,INT,0.05,8,8,0,1,1,0
20,2x4,lnorm_0.2,PAR,0.01,8,8,0,1,1,1
20,2x4,lnorm_0.2,RNK,0.01,8,8,0,1,1,0.5
20,2x4,lnorm_0.2,ART,0.01,8,8,0,1,1,1
20,2x4,lnorm_0.2,INT,0.01,8,8,0,1,1,0
20,2x4,lnorm_0.2,PAR,0.05,0.5,0,0,0,0,0
20,2x4,lnorm_0.2,RNK,0.05,0.5,0,0,0,0,0
20,2x4,lnorm_0.2,ART,0.05,0.5,0,0,0,0,0
20,2x4,lnorm_0.2,INT,0.05,0.5,0,0,0,0,0
20,2x4,lnorm_0.2,PAR,0.01,0.5,0,0,0,0,0
20,2x4,lnorm_0.2,RNK,0.01,0.5,0,0,0,0,0
20,2x4,lnorm_0.2,ART,0.01,0.5,0,0,0,0,0
20,2x4,lnorm_0.2,INT,0.01,0.5,0,0,0,0,0
20,2x4,lnorm_0.2,PAR,0.05,1,0,0,1,0,0.5
20,2x4,lnorm_0.2,RNK,0.05,1,0,0,1,0,0.5
20,2x4,lnorm_0.2,ART,0.05,1,0,0,1,0,0.5
20,2x4,lnorm_0.2,INT,0.05,1,0,0,1,0,0.5
20,2x4,lnorm_0.2,PAR,0.01,1,0,0,1,0,0
20,2x4,lnorm_0.2,RNK,0.01,1,0,0,1,0,0
20,2x4,lnorm_0.2,ART,0.01,1,0,0,1,0,0
20,2x4,lnorm_0.2,INT,0.01,1,0,0,1,0,0
20,2x4,lnorm_0.2,PAR,0.05,2,0,0,1,0,0.5
20,2x4,lnorm_0.2,RNK,0.05,2,0,0,1,0,0.5
20,2x4,lnorm_0.2,ART,0.05,2,0,0,1,0.5,0.5
20,2x4,lnorm_0.2,INT,0.05,2,0,0,1,0,0.5
20,2x4,lnorm_0.2,PAR,0.01,2,0,0,1,0,0
20,2x4,lnorm_0.2,RNK,0.01,2,0,0,1,0,0
20,2x4,lnorm_0.2,ART,0.01,2,0,0,1,0,0
20,2x4,lnorm_0.2,INT,0.01,2,0,0,1,0,0
20,2x4,lnorm_0.2,PAR,0.05,4,0,0,1,0,0
20,2x4,lnorm_0.2,RNK,0.05,4,0,0,1,0,0
20,2x4,lnorm_0.2,ART,0.05,4,0,0,1,0,0
20,2x4,lnorm_0.2,INT,0.05,4,0,0,1,0,0
20,2x4,lnorm_0.2,PAR,0.01,4,0,0,1,0,0
20,2x4,lnorm_0.2,RNK,0.01,4,0,0,1,0,0
20,2x4,lnorm_0.2,ART,0.01,4,0,0,1,0,0
20,2x4,lnorm_0.2,INT,0.01,4,0,0,1,0,0
20,2x4,lnorm_0.2,PAR,0.05,8,0,0,1,0,0
20,2x4,lnorm_0.2,RNK,0.05,8,0,0,1,0,0
20,2x4,lnorm_0.2,ART,0.05,8,0,0,1,0,0
20,2x4,lnorm_0.2,INT,0.05,8,0,0,1,0,0
20,2x4,lnorm_0.2,PAR,0.01,8,0,0,1,0,0
20,2x4,lnorm_0.2,RNK,0.01,8,0,0,1,0,0
20,2x4,lnorm_0.2,ART,0.01,8,0,0,1,0,0
20,2x4,lnorm_0.2,INT,0.01,8,0,0,1,0,0
20,2x4,lnorm_0.4,PAR,0.05,0,0,0,0,0,0
20,2x4,lnorm_0.4,RNK,0.05,0,0,0,0,0,0
20,2x4,lnorm_0.4,ART,0.05,0,0,0,0,0,0
20,2x4,lnorm_0.4,INT,0.05,0,0,0,0,0,0
20,2x4,lnorm_0.4,PAR,0.01,0,0,0,0,0,0
20,2x4,lnorm_0.4,RNK,0.01,0,0,0,0,0,0
20,2x4,lnorm_0.4,ART,0.01,0,0,0,0,0,0
20,2x4,lnorm_0.4,INT,0.01,0,0,0,0,0,0
20,2x4,lnorm_0.4,PAR,0.05,0.5,0.5,0,1,1,0
20,2x4,lnorm_0.4,RNK,0.05,0.5,0.5,0,1,0.5,0
20,2x4,lnorm_0.4,ART,0.05,0.5,0.5,0,1,1,0
20,2x4,lnorm_0.4,INT,0.05,0.5,0.5,0,1,1,0
20,2x4,lnorm_0.4,PAR,0.01,0.5,0.5,0,1,0.5,0
20,2x4,lnorm_0.4,RNK,0.01,0.5,0.5,0,1,0.5,0
20,2x4,lnorm_0.4,ART,0.01,0.5,0.5,0,1,0.5,0
20,2x4,lnorm_0.4,INT,0.01,0.5,0.5,0,1,0.5,0
20,2x4,lnorm_0.4,PAR,0.05,1,1,0,1,1,0
20,2x4,lnorm_0.4,RNK,0.05,1,1,0,1,1,0
20,2x4,lnorm_0.4,ART,0.05,1,1,0,1,1,0.5
20,2x4,lnorm_0.4,INT,0.05,1,1,0,1,1,0
20,2x4,lnorm_0.4,PAR,0.01,1,1,0,1,1,0
20,2x4,lnorm_0.4,RNK,0.01,1,1,0,1,1,0
20,2x4,lnorm_0.4,ART,0.01,1,1,0,1,1,0
20,2x4,lnorm_0.4,INT,0.01,1,1,0,1,1,0
20,2x4,lnorm_0.4,PAR,0.05,2,2,0,1,1,1
20,2x4,lnorm_0.4,RNK,0.05,2,2,0,1,1,0
20,2x4,lnorm_0.4,ART,0.05,2,2,0,1,1,1
20,2x4,lnorm_0.4,INT,0.05,2,2,0,1,1,0
20,2x4,lnorm_0.4,PAR,0.01,2,2,0,1,1,0.5
20,2x4,lnorm_0.4,RNK,0.01,2,2,0,1,1,0
20,2x4,lnorm_0.4,ART,0.01,2,2,0,1,1,1
